title,id,link,price,description,stars,reviews
Acer Aspire 3 A315-21,555,https://webscraper.io/test-sites/e-commerce/allinone/product/555,$393.88,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",3,9
Asus VivoBook Max,530,https://webscraper.io/test-sites/e-commerce/allinone/product/530,$399.00,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,4
Asus VivoBook E502NA-GO022T Dark Blue,556,https://webscraper.io/test-sites/e-commerce/allinone/product/556,$399.99,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",4,3
Lenovo ThinkPad E31-80,557,https://webscraper.io/test-sites/e-commerce/allinone/product/557,$404.23,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,12
Acer Aspire 3 A315-31 Black,558,https://webscraper.io/test-sites/e-commerce/allinone/product/558,$408.98,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",4,10
Lenovo V110-15ISK,559,https://webscraper.io/test-sites/e-commerce/allinone/product/559,$409.63,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",3,9
Acer Aspire ES1-732 Black,560,https://webscraper.io/test-sites/e-commerce/allinone/product/560,$410.46,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",4,14
Asus VivoBook 15 X540NA-GQ026T,561,https://webscraper.io/test-sites/e-commerce/allinone/product/561,$410.66,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",4,4
Packard 255 G2,516,https://webscraper.io/test-sites/e-commerce/allinone/product/516,$416.99,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",2,2
Asus EeeBook R416NA-FA014T,562,https://webscraper.io/test-sites/e-commerce/allinone/product/562,$433.30,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,1
Acer Aspire 3 A315-51,563,https://webscraper.io/test-sites/e-commerce/allinone/product/563,$436.29,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,1
Acer Aspire ES1-572 Black,564,https://webscraper.io/test-sites/e-commerce/allinone/product/564,$436.29,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,2
Acer Extensa 15 (2540) Black,565,https://webscraper.io/test-sites/e-commerce/allinone/product/565,$439.73,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",4,6
Acer Aspire ES1-572 Black,566,https://webscraper.io/test-sites/e-commerce/allinone/product/566,$454.62,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,9
Lenovo V110-15ISK,567,https://webscraper.io/test-sites/e-commerce/allinone/product/567,$454.73,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",2,2
Acer Aspire A315-51-33TG,568,https://webscraper.io/test-sites/e-commerce/allinone/product/568,$457.38,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",3,9
Lenovo V110-15IKB,569,https://webscraper.io/test-sites/e-commerce/allinone/product/569,$465.95,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,7
Asus VivoBook 15 X540UA-DM260 Chocolate Black,570,https://webscraper.io/test-sites/e-commerce/allinone/product/570,$468.56,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",3,1
Acer Aspire ES1-572 Black,571,https://webscraper.io/test-sites/e-commerce/allinone/product/571,$469.10,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",3,5
Lenovo V510 Black,572,https://webscraper.io/test-sites/e-commerce/allinone/product/572,$484.23,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",3,8
Acer Aspire ES1-572 Black,573,https://webscraper.io/test-sites/e-commerce/allinone/product/573,$485.90,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",3,6
Lenovo V510 Black,574,https://webscraper.io/test-sites/e-commerce/allinone/product/574,$487.80,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",2,9
Acer Swift 1 SF113-31 Silver,575,https://webscraper.io/test-sites/e-commerce/allinone/product/575,$488.64,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",3,4
Dell Vostro 15,531,https://webscraper.io/test-sites/e-commerce/allinone/product/531,$488.78,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",4,14
Acer Aspire 3 A315-51 Black,576,https://webscraper.io/test-sites/e-commerce/allinone/product/576,$494.71,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",4,2
Dell Vostro 15 (3568) Red,577,https://webscraper.io/test-sites/e-commerce/allinone/product/577,$497.17,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,9
Lenovo V510 Black,578,https://webscraper.io/test-sites/e-commerce/allinone/product/578,$498.23,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",3,5
HP 250 G3,527,https://webscraper.io/test-sites/e-commerce/allinone/product/527,$520.99,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",2,13
Acer Spin 5,532,https://webscraper.io/test-sites/e-commerce/allinone/product/532,$564.98,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",2,0
HP 350 G1,529,https://webscraper.io/test-sites/e-commerce/allinone/product/529,$577.99,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",2,10
Aspire E1-572G,521,https://webscraper.io/test-sites/e-commerce/allinone/product/521,$581.99,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,2
Pavilion,523,https://webscraper.io/test-sites/e-commerce/allinone/product/523,$609.99,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,4
Acer Aspire A515-51-5654,533,https://webscraper.io/test-sites/e-commerce/allinone/product/533,$679.00,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",2,9
Dell Inspiron 15,534,https://webscraper.io/test-sites/e-commerce/allinone/product/534,$679.00,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",2,7
Asus VivoBook S14,535,https://webscraper.io/test-sites/e-commerce/allinone/product/535,$729.00,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,2
ProBook,519,https://webscraper.io/test-sites/e-commerce/allinone/product/519,$739.99,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",4,8
Inspiron 15,524,https://webscraper.io/test-sites/e-commerce/allinone/product/524,$745.99,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",3,12
Asus ROG STRIX GL553VD-DM256,536,https://webscraper.io/test-sites/e-commerce/allinone/product/536,$799.00,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",2,7
Acer Nitro 5 AN515-51,537,https://webscraper.io/test-sites/e-commerce/allinone/product/537,$809.00,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,0
Asus ROG STRIX GL553VD-DM256,538,https://webscraper.io/test-sites/e-commerce/allinone/product/538,$899.00,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,7
Lenovo ThinkPad L570,539,https://webscraper.io/test-sites/e-commerce/allinone/product/539,$999.00,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",3,11
ThinkPad Yoga,522,https://webscraper.io/test-sites/e-commerce/allinone/product/522,$1033.99,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",2,13
Lenovo ThinkPad L460,579,https://webscraper.io/test-sites/e-commerce/allinone/product/579,$1096.02,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",4,14
Dell Inspiron 15 (7567) Black,580,https://webscraper.io/test-sites/e-commerce/allinone/product/580,$1098.42,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,7
MSI GL72M 7RDX,581,https://webscraper.io/test-sites/e-commerce/allinone/product/581,$1099.00,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",4,1
MSI GL72M 7RDX,582,https://webscraper.io/test-sites/e-commerce/allinone/product/582,$1099.00,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,9
Asus ROG Strix GL553VD-DM535T,583,https://webscraper.io/test-sites/e-commerce/allinone/product/583,$1101.83,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",2,4
Dell Latitude 5280,584,https://webscraper.io/test-sites/e-commerce/allinone/product/584,$1102.66,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,8
Dell Latitude 5480,585,https://webscraper.io/test-sites/e-commerce/allinone/product/585,$1110.14,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",3,4
Lenovo Legion Y520-15IKBM,586,https://webscraper.io/test-sites/e-commerce/allinone/product/586,$1112.91,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",4,1
Toshiba Portege Z30-C-16J Grey,587,https://webscraper.io/test-sites/e-commerce/allinone/product/587,$1114.55,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,0
Acer Predator Helios 300 (PH317-51),588,https://webscraper.io/test-sites/e-commerce/allinone/product/588,$1123.87,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",2,1
Acer Aspire 7 A715-71G,589,https://webscraper.io/test-sites/e-commerce/allinone/product/589,$1123.87,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",2,4
Dell Inspiron 17 2in1 (7779) Silver,590,https://webscraper.io/test-sites/e-commerce/allinone/product/590,$1124.20,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",3,10
Dell Latitude 5480,591,https://webscraper.io/test-sites/e-commerce/allinone/product/591,$1133.82,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",4,14
Lenovo Legion Y520,592,https://webscraper.io/test-sites/e-commerce/allinone/product/592,$1133.91,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,13
Asus AsusPro Advanced BU401LA-FA271G Dark Grey,593,https://webscraper.io/test-sites/e-commerce/allinone/product/593,$1139.54,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",3,7
Acer Nitro 5 AN515-51,594,https://webscraper.io/test-sites/e-commerce/allinone/product/594,$1140.62,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",3,14
Dell Latitude 5480,595,https://webscraper.io/test-sites/e-commerce/allinone/product/595,$1143.40,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",4,5
Dell Inspiron 15 (7567) Black,596,https://webscraper.io/test-sites/e-commerce/allinone/product/596,$1144.20,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,2
Dell Latitude 5580,597,https://webscraper.io/test-sites/e-commerce/allinone/product/597,$1144.40,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",3,10
Lenovo Legion Y520-15IKBM,540,https://webscraper.io/test-sites/e-commerce/allinone/product/540,$1149.00,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",3,11
MSI GP62M 7RDX Leopard,598,https://webscraper.io/test-sites/e-commerce/allinone/product/598,$1149.00,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,11
Lenovo Yoga 720 Grey,599,https://webscraper.io/test-sites/e-commerce/allinone/product/599,$1149.73,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",2,12
Toshiba Portege Z30-C-16L Grey,600,https://webscraper.io/test-sites/e-commerce/allinone/product/600,$1154.04,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,7
Acer TravelMate P645-S-511A Black,601,https://webscraper.io/test-sites/e-commerce/allinone/product/601,$1170.10,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,0
Dell Latitude 5580,602,https://webscraper.io/test-sites/e-commerce/allinone/product/602,$1178.19,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",3,6
ThinkPad T540p,518,https://webscraper.io/test-sites/e-commerce/allinone/product/518,$1178.99,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,2
MSI GS63 7RD Stealth,603,https://webscraper.io/test-sites/e-commerce/allinone/product/603,$1179.00,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,2
Dell Latitude 5480,604,https://webscraper.io/test-sites/e-commerce/allinone/product/604,$1187.88,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",3,5
Acer Predator Helios 300 (PH317-51),605,https://webscraper.io/test-sites/e-commerce/allinone/product/605,$1187.98,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",3,14
MSI GL62M 7REX,606,https://webscraper.io/test-sites/e-commerce/allinone/product/606,$1199.00,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,7
MSI GL62M 7REX2,607,https://webscraper.io/test-sites/e-commerce/allinone/product/607,$1199.00,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",2,12
Lenovo Yoga 910 Grey,608,https://webscraper.io/test-sites/e-commerce/allinone/product/608,$1199.73,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",3,7
Toshiba Portege X30-D-10J Black/Blue,609,https://webscraper.io/test-sites/e-commerce/allinone/product/609,$1203.41,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",4,13
Lenovo IdeaPad Miix 510 Platinum Silver,610,https://webscraper.io/test-sites/e-commerce/allinone/product/610,$1212.16,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",4,0
Acer Predator Helios 300 (PH317-51),611,https://webscraper.io/test-sites/e-commerce/allinone/product/611,$1221.58,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,9
ThinkPad Yoga,528,https://webscraper.io/test-sites/e-commerce/allinone/product/528,$1223.99,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",3,2
Asus VivoBook Pro 15 N580VN-FI006T Gold Metal,612,https://webscraper.io/test-sites/e-commerce/allinone/product/612,$1235.49,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",2,10
Dell Latitude 5480,613,https://webscraper.io/test-sites/e-commerce/allinone/product/613,$1238.37,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",2,0
Asus ZenBook UX530UX-FY040T Blue,614,https://webscraper.io/test-sites/e-commerce/allinone/product/614,$1239.20,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,14
ThinkPad X230,526,https://webscraper.io/test-sites/e-commerce/allinone/product/526,$1244.99,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",3,10
Asus ROG Strix GL753VE-GC096T,615,https://webscraper.io/test-sites/e-commerce/allinone/product/615,$1259.00,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",4,7
"Apple MacBook Air 13""",616,https://webscraper.io/test-sites/e-commerce/allinone/product/616,$1260.13,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",4,8
Dell Latitude 5480,617,https://webscraper.io/test-sites/e-commerce/allinone/product/617,$1271.06,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,13
Hewlett Packard Spectre 13-v106na Dark Ash Silver,618,https://webscraper.io/test-sites/e-commerce/allinone/product/618,$1273.11,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",3,8
Dell XPS 13,525,https://webscraper.io/test-sites/e-commerce/allinone/product/525,$1281.99,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",3,4
Toshiba Portege Z30-C-16K Grey,619,https://webscraper.io/test-sites/e-commerce/allinone/product/619,$1294.74,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,6
MSI GL62VR 7RFX,620,https://webscraper.io/test-sites/e-commerce/allinone/product/620,$1299.00,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",3,1
Dell Latitude 5480,621,https://webscraper.io/test-sites/e-commerce/allinone/product/621,$1310.39,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",3,8
ThinkPad X240,520,https://webscraper.io/test-sites/e-commerce/allinone/product/520,$1311.99,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",3,12
Hewlett Packard ProBook 640 G3,622,https://webscraper.io/test-sites/e-commerce/allinone/product/622,$1326.83,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,2
"Apple MacBook Pro 13"" Space Gray",623,https://webscraper.io/test-sites/e-commerce/allinone/product/623,$1333.00,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,0
Dell Latitude 5580,624,https://webscraper.io/test-sites/e-commerce/allinone/product/624,$1337.28,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,6
Dell Latitude 5480,625,https://webscraper.io/test-sites/e-commerce/allinone/product/625,$1338.37,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",2,11
Dell Latitude 5580,626,https://webscraper.io/test-sites/e-commerce/allinone/product/626,$1341.22,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",3,3
"Apple MacBook Air 13""",627,https://webscraper.io/test-sites/e-commerce/allinone/product/627,$1347.78,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",2,11
Lenovo ThinkPad T470,628,https://webscraper.io/test-sites/e-commerce/allinone/product/628,$1349.23,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,5
Lenovo ThinkPad Yoga 370 Black,629,https://webscraper.io/test-sites/e-commerce/allinone/product/629,$1362.24,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",2,12
Toshiba Portege X20W-D-10V Black/Blue,630,https://webscraper.io/test-sites/e-commerce/allinone/product/630,$1366.32,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,11
Asus ASUSPRO B9440UA-GV0279R Gray,631,https://webscraper.io/test-sites/e-commerce/allinone/product/631,$1381.13,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,4
Lenovo Legion Y720,541,https://webscraper.io/test-sites/e-commerce/allinone/product/541,$1399.00,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",3,8
Asus ROG Strix GL702VM-GC146T,632,https://webscraper.io/test-sites/e-commerce/allinone/product/632,$1399.00,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",3,10
Asus ROG Strix GL702ZC-GC154T,542,https://webscraper.io/test-sites/e-commerce/allinone/product/542,$1769.00,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",4,7
Asus ROG Strix GL702ZC-GC209T,543,https://webscraper.io/test-sites/e-commerce/allinone/product/543,$1769.00,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",1,8
Asus ROG Strix SCAR Edition GL503VM-ED115T,544,https://webscraper.io/test-sites/e-commerce/allinone/product/544,$1799.00,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",3,8
